Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11605268_1 - illumina_universal_adapter	(1, 0.0006229587482380178)	(2, 0.0006984688995395957)	(3, 0.0007739790508411737)	(4, 0.0007928565886665682)	(5, 0.0010005095047459073)	(6, 0.0010193870425713018)	(7, 0.0011326522695236688)	(8, 0.001415815336904586)	(9, 0.0016234682529839251)	(10, 0.002019896547317209)	(12, 0.0023880085349124018)	(14, 0.0026617328333806214)	(16, 0.0029732122074996306)	(18, 0.003416834346396401)	(20, 0.004134180783761391)	(22, 0.004955353679166051)	(24, 0.005936985646086563)	(26, 0.006824229923880104)	(28, 0.00773035173949904)	(30, 0.008447698176864029)	(32, 0.010920655631990706)	(34, 0.011260451312847806)	(36, 0.011807899909784246)	(38, 0.0123081546621572)	(40, 0.012940552179307917)	(42, 0.01381835768818876)	(44, 0.015205856718355254)	(46, 0.016574478210696353)	(48, 0.018490548299973892)	(50, 0.021237230053568788)	(52, 0.024918349929520713)	(54, 0.02920355101588526)	(56, 0.03444206776243222)	(58, 0.04061502263133622)	(60, 0.04815659899258132)	(62, 0.057227255917683365)	(64, 0.06872367645334859)	(66, 0.0810412698844185)	(68, 0.09621881029603566)	(70, 0.11378435924256522)	(72, 0.13376623303074528)	(74, 0.1556264218325521)	(76, 0.1794026807236364)	(78, 0.20563301953202207)	(80, 0.23542177422049454)	(82, 0.26760797621279214)	(84, 0.3039661140645019)	(86, 0.34443011639323495)	(88, 0.3889339118166024)	(90, 0.43652418467442194)	(92, 0.4883430260051298)	(94, 0.5452871188554322)	(96, 0.6095085025374243)	(98, 0.6790911069618284)	(100, 0.7552997271629458)	(102, 0.8370772210225548)	(104, 0.9243386396204407)	(106, 1.0191510733484845)	(108, 1.1207405431558448)	(110, 1.2335715867382278)	(112, 1.3576064490199822)	(114, 1.4861247265352677)	(116, 1.630547329668448)	(118, 1.7807370206072866)	(120, 1.9473973632987818)	(122, 2.1217125475784746)	(124, 2.3085152231296657)	(126, 2.512251050110235)	(128, 2.7294937554048753)	(130, 2.957930840629974)	(132, 3.2034143425114037)	(134, 3.4700029316816243)	(136, 3.7493621751907247)	(138, 4.051374464090298)
SRR11605268_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.004927037372427959)	(4, 0.006890301306268985)	(5, 0.007286729600602269)	(6, 0.007720912970586342)	(7, 0.007909688348840286)	(8, 0.008249484029697387)	(9, 0.008570402172729093)	(10, 0.008872442777935405)	(12, 0.009136728307490929)	(14, 0.009363258761395661)	(16, 0.009542595370736909)	(18, 0.009835197207030523)	(20, 0.010137237812236835)	(22, 0.010326013190490781)	(24, 0.01049591103091933)	(26, 0.010599737488959)	(28, 0.01080739040503834)	(30, 0.011033920858943074)	(32, 0.011128308548070044)	(34, 0.011288767619585898)	(36, 0.011449226691101752)	(38, 0.011619124531530302)	(40, 0.011732389758482668)	(42, 0.011921165136736613)	(44, 0.012128818052815953)	(46, 0.012355348506720687)	(48, 0.012534685116061935)	(50, 0.012666827880839695)	(52, 0.012695144187577789)	(54, 0.01278953187670476)	(56, 0.012968868486046007)	(58, 0.013110450019736465)	(60, 0.013223715246688833)	(62, 0.013355858011466593)	(64, 0.01350687831406975)	(66, 0.016470651752656683)	(68, 0.02441809517714776)	(70, 0.2507220186279768)	(72, 0.3179638083620319)	(74, 0.3281765563255703)	(76, 0.3322824208025936)	(78, 0.3353311431613948)	(80, 0.33771915169630723)	(82, 0.33948420148298164)	(84, 0.3408717005131481)	(86, 0.34200435278267177)	(88, 0.3430237398252431)	(90, 0.34411863701911594)	(92, 0.3453551157466793)	(94, 0.34684644123488545)	(96, 0.34816786888266305)	(98, 0.3493760313034883)	(100, 0.3506597038756152)	(102, 0.3532648040955196)	(104, 0.3541709259111385)	(106, 0.3549543437308924)	(108, 0.35588878185324946)	(110, 0.35697424027820956)	(112, 0.358333423001638)	(114, 0.3600040850991854)	(116, 0.36168418596564555)	(118, 0.36361913359274844)	(120, 0.3663374990396052)	(122, 0.37015076168033495)	(124, 0.37458698306930266)	(126, 0.38031631579930986)	(128, 0.38687626019363447)	(130, 0.39471043839117315)	(132, 0.4038943605432276)	(134, 0.41544741369236904)	(136, 0.42842572094732767)	(138, 0.4438203530439369)
SRR11605268_2 - illumina_universal_adapter	(1, 0.0006229587482380178)	(2, 0.0006984688995395957)	(3, 0.0007739790508411737)	(4, 0.0007928565886665682)	(5, 0.0010005095047459073)	(6, 0.0010193870425713018)	(7, 0.0011137747316982743)	(8, 0.0013969377990791915)	(9, 0.0016045907151585306)	(10, 0.002019896547317209)	(12, 0.0024257636105631908)	(14, 0.002718365446856805)	(16, 0.0030581611277139056)	(18, 0.003492344497697979)	(20, 0.004219129703975666)	(22, 0.005125251519594601)	(24, 0.006182393637816691)	(26, 0.007126270529086416)	(28, 0.008221167722959295)	(30, 0.009080095694014745)	(32, 0.011553053149141422)	(34, 0.011940042674562008)	(36, 0.012553562653887329)	(38, 0.013072694944085677)	(40, 0.013742847536887181)	(42, 0.014677285659244208)	(44, 0.01611197853397419)	(46, 0.017622181560005744)	(48, 0.019642078107322956)	(50, 0.02246427001221943)	(52, 0.02629641019077451)	(54, 0.030808141731043792)	(56, 0.03632038277605898)	(58, 0.04294639855277244)	(60, 0.05092215828400161)	(62, 0.06029485581430997)	(64, 0.07209331695518151)	(66, 0.08472238976037041)	(68, 0.10039074615544784)	(70, 0.11844711108543765)	(72, 0.13887260701251447)	(74, 0.16123305056669424)	(76, 0.18556619682362774)	(78, 0.21225903530873552)	(80, 0.2427840139723984)	(82, 0.27566868486423557)	(84, 0.31258371008179453)	(86, 0.3539349566883211)	(88, 0.3993354351583948)	(90, 0.4474070852307619)	(92, 0.5003774563688188)	(94, 0.5583598137995178)	(96, 0.6235250743727796)	(98, 0.6942120147599693)	(100, 0.7721101745964596)	(102, 0.8549259330364651)	(104, 0.9435748506645176)	(106, 1.040331670788577)	(108, 1.1439221596054292)	(110, 1.2583011612894945)	(112, 1.384327603811828)	(114, 1.5150073594081213)	(116, 1.662138889219246)	(118, 1.8162928631014172)	(120, 1.9860868770719278)	(122, 2.1626768046595806)	(124, 2.3519429988969858)	(126, 2.5583594362487614)	(128, 2.7781789254565674)	(130, 3.0092588659772215)	(132, 3.258300783738738)	(134, 3.528051360494712)	(136, 3.8121205496912483)	(138, 4.118823906740433)
SRR11605268_2 - polya	(1, 0.0007551015130157792)	(2, 0.0011515298073490631)	(3, 0.0016801008664601086)	(4, 0.0024540799173012823)	(5, 0.0033979568085710063)	(6, 0.004794894607650198)	(7, 0.006720403465840435)	(8, 0.008570402172729093)	(9, 0.009740809517903551)	(10, 0.012100501746077862)	(12, 0.014960448726625126)	(14, 0.018112997543466004)	(16, 0.0208502405281482)	(18, 0.02431426871910809)	(20, 0.02857115349873454)	(22, 0.03216732445447219)	(24, 0.040633900169161616)	(26, 0.04417343851142308)	(28, 0.04654256950851009)	(30, 0.04863797620712887)	(32, 0.051365780422898376)	(34, 0.053914248029326636)	(36, 0.05615123626163588)	(38, 0.05798235743069914)	(40, 0.05945480538107991)	(42, 0.06065352903299246)	(44, 0.06217317082793672)	(46, 0.06373056769853176)	(48, 0.06540122979607918)	(50, 0.06695862666667421)	(52, 0.06827061554553912)	(54, 0.06921449243680886)	(56, 0.07018668563481667)	(58, 0.07123438898412607)	(60, 0.0721310720308323)	(62, 0.07362239751903847)	(64, 0.07599152851612548)	(66, 0.07983310746359325)	(68, 0.08384458425148958)	(70, 0.08759177550983038)	(72, 0.0892907539141159)	(74, 0.09043284495255224)	(76, 0.09120682400339343)	(78, 0.0920185581298854)	(80, 0.09271702702942498)	(82, 0.09352876115591695)	(84, 0.094368811589147)	(86, 0.09512391310216278)	(88, 0.09601115737995633)	(90, 0.09670962627949592)	(92, 0.09759687055728947)	(94, 0.09834253330139253)	(96, 0.09903156343201944)	(98, 0.0998716138652495)	(100, 0.10058896030261448)	(102, 0.10147620458040803)	(104, 0.10204253071516986)	(106, 0.10295809129970149)	(108, 0.10358105004793951)	(110, 0.10427951894747911)	(112, 0.10517620199418534)	(114, 0.10637492564609789)	(116, 0.10730936376845492)	(118, 0.10804558774364531)	(120, 0.10867798526079601)	(122, 0.10941420923598641)	(124, 0.10992390275727204)	(126, 0.11068844303920053)	(128, 0.11164175869938295)	(130, 0.11428461399493818)	(132, 0.11493588904991428)	(134, 0.11577593948314435)	(136, 0.11654991853398551)	(138, 0.11723894866461242)
SRR11605268_2 - polyg	(1, 0.266022263035459)	(2, 0.2670982826915065)	(3, 0.2671171602293319)	(4, 0.2671360377671573)	(5, 0.26719267038063343)	(6, 0.2674380783723636)	(7, 0.2674758334480144)	(8, 0.2678722617423477)	(9, 0.26917481185229986)	(10, 0.27156282038721224)	(12, 0.27663143929333067)	(14, 0.2794536311982272)	(16, 0.27975567180343347)	(18, 0.27994444718168743)	(20, 0.28011434502211596)	(22, 0.2802748040936318)	(24, 0.2804069468584096)	(26, 0.28058628346775083)	(28, 0.2807656200770921)	(30, 0.2808788853040445)	(32, 0.2810015892999095)	(34, 0.28116204837142533)	(36, 0.2813413849807666)	(38, 0.2814924052833698)	(40, 0.28160567051032215)	(42, 0.28174725204401263)	(44, 0.28188883357770306)	(46, 0.28206817018704433)	(48, 0.28224750679638555)	(50, 0.2824457209435522)	(52, 0.28291765938918706)	(54, 0.28348398552394893)	(56, 0.2841446993478377)	(58, 0.28520184146605976)	(60, 0.2856454636049566)	(62, 0.2859663817479883)	(64, 0.2861740346640676)	(66, 0.28637224881123424)	(68, 0.28657990172731357)	(70, 0.28679699341230563)	(72, 0.2871084727864246)	(74, 0.28740107462271824)	(76, 0.2880901047533452)	(78, 0.28972301177524173)	(80, 0.29257351998687636)	(82, 0.29698142506910596)	(84, 0.301219432310907)	(86, 0.30534417432575567)	(88, 0.3102900892360091)	(90, 0.3141411069523895)	(92, 0.31798268589985734)	(94, 0.322418907288825)	(96, 0.3266097206860626)	(98, 0.33006431010810977)	(100, 0.3336604810638474)	(102, 0.33753981508696596)	(104, 0.3414569041857353)	(106, 0.3457987378855761)	(108, 0.35066914264452786)	(110, 0.3559831695423764)	(112, 0.3615709207386931)	(114, 0.3681025488262797)	(116, 0.3757101965699136)	(118, 0.3839313642928729)	(120, 0.3935400310459987)	(122, 0.40486655374123537)	(124, 0.4169576167184006)	(126, 0.4304644950324703)	(128, 0.4462838717301509)	(130, 0.46392493082798203)	(132, 0.48456751844005086)	(134, 0.506106789098826)	(136, 0.5298830479899104)	(138, 0.5579633855051847)
SRR11605268_kneaddata_paired_1 - illumina_universal_adapter	(1, 1.9837239418023005e-05)	(2, 1.9837239418023005e-05)	(3, 1.9837239418023005e-05)	(4, 1.9837239418023005e-05)	(5, 1.9837239418023005e-05)	(6, 3.967447883604601e-05)	(7, 5.9511718254069014e-05)	(8, 9.918619709011503e-05)	(9, 9.918619709011503e-05)	(10, 0.00017853515476220705)	(12, 0.0002975585912703451)	(14, 0.0005157682248685981)	(16, 0.0008331640555569662)	(18, 0.0012894205621714954)	(20, 0.001953968082675266)	(22, 0.002697864560851129)	(24, 0.0036401334332072212)	(26, 0.004512971967600234)	(28, 0.0054155663611202805)	(30, 0.006080113881624051)	(32, 0.008212617119061523)	(34, 0.008549850189167915)	(36, 0.009085455653454536)	(38, 0.009482200441814997)	(40, 0.009988050046974582)	(42, 0.010841051341949572)	(44, 0.012170146382957114)	(46, 0.013449648325419597)	(48, 0.015284592971586726)	(50, 0.01797253891272884)	(52, 0.02158291648680903)	(54, 0.025808248482847927)	(56, 0.030926256252697865)	(58, 0.036936939796358835)	(60, 0.04429655562044537)	(62, 0.05305469682350253)	(64, 0.0645007839677018)	(66, 0.07690897722367518)	(68, 0.09180674402661046)	(70, 0.10917424713708962)	(72, 0.1291900217098748)	(74, 0.15086220577406495)	(76, 0.17451811378005738)	(78, 0.2006536767133027)	(80, 0.23045912893888226)	(82, 0.263002120204149)	(84, 0.2994232917756392)	(86, 0.33989126018840615)	(88, 0.38444569992128586)	(90, 0.43204515590483206)	(92, 0.483750920447909)	(94, 0.5409416816900694)	(96, 0.6051449070665008)	(98, 0.6748728036208516)	(100, 0.7512759312393673)	(102, 0.8326185314729706)	(104, 0.9201801062641242)	(106, 1.0154583671888886)	(108, 1.1170051957697482)	(110, 1.22967079704441)	(112, 1.3537527296041438)	(114, 1.482248447934388)	(116, 1.6272785053195542)	(118, 1.7775158380519513)	(120, 1.9439601953888732)	(122, 2.1182898553944596)	(124, 2.3045119404311505)	(126, 2.507625434832288)	(128, 2.72484320645964)	(130, 2.9536360072874084)	(132, 3.1989234726912628)	(134, 3.4642961430058654)	(136, 3.74239440240713)	(138, 4.042244194830257)
SRR11605268_kneaddata_paired_2 - illumina_universal_adapter	(1, 1.9837239418023005e-05)	(2, 1.9837239418023005e-05)	(3, 1.9837239418023005e-05)	(4, 1.9837239418023005e-05)	(5, 1.9837239418023005e-05)	(6, 3.967447883604601e-05)	(7, 5.9511718254069014e-05)	(8, 9.918619709011503e-05)	(9, 9.918619709011503e-05)	(10, 0.00017853515476220705)	(12, 0.0002975585912703451)	(14, 0.0005356054642866211)	(16, 0.0008430826752659777)	(18, 0.0012894205621714954)	(20, 0.0019638867023842772)	(22, 0.0027177018002691516)	(24, 0.0036698892923342557)	(26, 0.004532809207018256)	(28, 0.005504833938501384)	(30, 0.0062090559378412)	(32, 0.008331640555569661)	(34, 0.008649036386258031)	(36, 0.00917472323083564)	(38, 0.009591305258614123)	(40, 0.010087236244064698)	(42, 0.010930318919330675)	(44, 0.01227925119975624)	(46, 0.01366785795901785)	(48, 0.015572232943148058)	(50, 0.01835936508138029)	(52, 0.02199949851458751)	(54, 0.026224830510626414)	(56, 0.031422187238148436)	(58, 0.03770067351395272)	(60, 0.04521898725338344)	(62, 0.05414574499149379)	(64, 0.06572077419191022)	(66, 0.07823807226468273)	(68, 0.0934730721377244)	(70, 0.11116788969860092)	(72, 0.13144154838382044)	(74, 0.15346088413782596)	(76, 0.17744410659421578)	(78, 0.2040160887946576)	(80, 0.23423812304801564)	(82, 0.26701916118629865)	(84, 0.3038569147855674)	(86, 0.34527707069039937)	(88, 0.39072418619709015)	(90, 0.43886916626463196)	(92, 0.49197345618667954)	(94, 0.5504040448924663)	(96, 0.6158867722113602)	(98, 0.6869834382855546)	(100, 0.7647354981844958)	(102, 0.8473675189802706)	(104, 0.936506154305157)	(106, 1.0334904178198716)	(108, 1.137328447553513)	(110, 1.2523645989386285)	(112, 1.3784897671584186)	(114, 1.5092766866414444)	(116, 1.6569649341086254)	(118, 1.8112788195414264)	(120, 1.9812046123962117)	(122, 2.158331323159739)	(124, 2.348282809207018)	(126, 2.555086030139908)	(128, 2.775656295228906)	(130, 3.007712321940939)	(132, 3.2572251193408324)	(134, 3.526842958890892)	(136, 3.8106345060051288)	(138, 4.116058562704721)
SRR11605269_1 - illumina_universal_adapter	(1, 2.026642649600174e-05)	(2, 2.026642649600174e-05)	(3, 2.026642649600174e-05)	(4, 2.026642649600174e-05)	(5, 4.053285299200348e-05)	(6, 4.053285299200348e-05)	(7, 4.053285299200348e-05)	(8, 6.0799279488005214e-05)	(9, 0.00012159855897601043)	(10, 0.0001621314119680139)	(12, 0.00020266426496001738)	(14, 0.00030399639744002605)	(16, 0.0003242628239360278)	(18, 0.0004357281696640374)	(20, 0.0006079927948800521)	(22, 0.0007295913538560626)	(24, 0.0009221224055680791)	(26, 0.0011146534572800955)	(28, 0.0013274509354881138)	(30, 0.0014997155607041285)	(32, 0.0017226462521601478)	(34, 0.0019455769436161668)	(36, 0.002229306914560191)	(38, 0.0024927704590082134)	(40, 0.0027461007902082352)	(42, 0.0030804968273922644)	(44, 0.003323693945344285)	(46, 0.003860754247488331)	(48, 0.004337015270144372)	(50, 0.004793009866304411)	(52, 0.005380736234688462)	(54, 0.006008995456064516)	(56, 0.006768986449664581)	(58, 0.007549243869760648)	(60, 0.00849163270182473)	(62, 0.00978868399756884)	(64, 0.011004669587328944)	(66, 0.012433452655297066)	(68, 0.014004100708737201)	(70, 0.016051009784833377)	(72, 0.017976320301953543)	(74, 0.02077308715840178)	(76, 0.023833317559298045)	(78, 0.026741549761474297)	(80, 0.03010577655981058)	(82, 0.03391586474105891)	(84, 0.038516343555651304)	(86, 0.043218154502723705)	(88, 0.04836582683270815)	(90, 0.05386816162637262)	(92, 0.059157698941829075)	(94, 0.06552135686157362)	(96, 0.0723106097377342)	(98, 0.07974838826176683)	(100, 0.08763202816871152)	(102, 0.09588046375258422)	(104, 0.10526381922023303)	(106, 0.11553889745370591)	(108, 0.1259862403123948)	(110, 0.13712264167194776)	(112, 0.14902916723834878)	(114, 0.1621010123282699)	(116, 0.17622671159598313)	(118, 0.19076787260686434)	(120, 0.20694048095067374)	(122, 0.22428854203125123)	(124, 0.2425587255173968)	(126, 0.26295688378562254)	(128, 0.28480409154831243)	(130, 0.3077760859815304)	(132, 0.3322477959754525)	(134, 0.35756056266895864)	(136, 0.3858828936971211)	(138, 0.4153401446090596)
SRR11605269_2 - illumina_universal_adapter	(1, 2.026642649600174e-05)	(2, 2.026642649600174e-05)	(3, 2.026642649600174e-05)	(4, 2.026642649600174e-05)	(5, 4.053285299200348e-05)	(6, 4.053285299200348e-05)	(7, 4.053285299200348e-05)	(8, 6.0799279488005214e-05)	(9, 0.00012159855897601043)	(10, 0.0001621314119680139)	(12, 0.00017226462521601477)	(14, 0.0002229306914560191)	(16, 0.00025333033120002174)	(18, 0.00037492889017603213)	(20, 0.0004965274491520426)	(22, 0.0006383924346240547)	(24, 0.0008106570598400695)	(26, 0.001003188111552086)	(28, 0.0011653195235200998)	(30, 0.0013274509354881138)	(32, 0.0015909144799361365)	(34, 0.0018442448111361581)	(36, 0.002168507635072186)	(38, 0.0023914383265282047)	(40, 0.002644768657728227)	(42, 0.002999431121408257)	(44, 0.0033642267983362882)	(46, 0.0038911538872323337)	(48, 0.004418080976128379)	(50, 0.00489434199878442)	(52, 0.005411135874432464)	(54, 0.006090061162048522)	(56, 0.006931117861632594)	(58, 0.00780257420096067)	(60, 0.008886828018496763)	(62, 0.010244678593728879)	(64, 0.011572129529216992)	(66, 0.01304144545017712)	(68, 0.014591827077121252)	(70, 0.016699535432705432)	(72, 0.018594446310081593)	(74, 0.021391213166529834)	(76, 0.024491976420418102)	(78, 0.02731914291661034)	(80, 0.030693502928194633)	(82, 0.034503591109442955)	(84, 0.039073670284291345)	(86, 0.04365388267238775)	(88, 0.04873062250963618)	(90, 0.05422282409005265)	(92, 0.0595022281922611)	(94, 0.06595708503123765)	(96, 0.07271593826765424)	(98, 0.07998145216647086)	(100, 0.08771309387469553)	(102, 0.09586019732608822)	(104, 0.10533475171296904)	(106, 0.11558956351994591)	(108, 0.1259862403123948)	(110, 0.13708210881895577)	(112, 0.1490190340251008)	(114, 0.1618476819970699)	(116, 0.17618617874299108)	(118, 0.19076787260686434)	(120, 0.20712287878913777)	(122, 0.22440000737697924)	(124, 0.24278165620885284)	(126, 0.2630784823445985)	(128, 0.2849459565337844)	(130, 0.30780648562127444)	(132, 0.3320957977767325)	(134, 0.35724643305827064)	(136, 0.38521410162275305)	(138, 0.41422549115177953)
SRR11605269_2 - polya	(1, 0.00093225561881608)	(2, 0.0016010476931841372)	(3, 0.0026143690179842244)	(4, 0.003789821754752325)	(5, 0.0050868730504964365)	(6, 0.006708187170176575)	(7, 0.008228169157376706)	(8, 0.00954548687961682)	(9, 0.01074120604288092)	(10, 0.013203576862145133)	(12, 0.016770467925441436)	(14, 0.020033362591297718)	(16, 0.02319492512467399)	(18, 0.025981558767874228)	(20, 0.02894045703629048)	(22, 0.031676424613250716)	(24, 0.03438199255046695)	(26, 0.03696596192870717)	(28, 0.03928646776249937)	(30, 0.04116111221337953)	(32, 0.04358295017965173)	(34, 0.04607572063865995)	(36, 0.04838609325920415)	(38, 0.05048366840154033)	(40, 0.052520444264388504)	(42, 0.054851083311428704)	(44, 0.056593995990084855)	(46, 0.05863077185293303)	(48, 0.0606574145025332)	(50, 0.0630083199760694)	(52, 0.06491336406669357)	(54, 0.06686907422355773)	(56, 0.06884505080691791)	(58, 0.0710338248684861)	(60, 0.07365832709971831)	(62, 0.07542150620487047)	(64, 0.07738734957498264)	(66, 0.0792822604523588)	(68, 0.08089344135879094)	(70, 0.08284915151565511)	(72, 0.08492646023149528)	(74, 0.08682137110887145)	(76, 0.08869601555975161)	(78, 0.09074292463584778)	(80, 0.09233383911578391)	(82, 0.09386395431623205)	(84, 0.09549540164916019)	(86, 0.09711671576884033)	(88, 0.0989812270064725)	(90, 0.10060254112615263)	(92, 0.10222385524583277)	(94, 0.10429103074842494)	(96, 0.10617580841255311)	(98, 0.10769579039975324)	(100, 0.10942856986516139)	(102, 0.11110055005108152)	(104, 0.11256986597204166)	(106, 0.11392771654727377)	(108, 0.11563009637293792)	(110, 0.11721087763962605)	(112, 0.11883219175930619)	(114, 0.12020017554778631)	(116, 0.12166949146874644)	(118, 0.12342253736065059)	(120, 0.12510465075981872)	(122, 0.12655370025428286)	(124, 0.12807368224148297)	(126, 0.13001925918509916)	(128, 0.1316203068782833)	(130, 0.13320108814497142)	(132, 0.13514666508858758)	(134, 0.13675784599501972)	(136, 0.13825756155572386)	(138, 0.13978767675617199)
SRR11605269_2 - polyg	(1, 0.0373915568851232)	(2, 0.037837418268035244)	(3, 0.03785768469453125)	(4, 0.03793875040051525)	(5, 0.037959016827011256)	(6, 0.03804008253299526)	(7, 0.038161681091971274)	(8, 0.038384611783427294)	(9, 0.03870887460736332)	(10, 0.03898247136505934)	(12, 0.03948913202745939)	(14, 0.039803261638147416)	(16, 0.04012752446208344)	(18, 0.04045178728601947)	(20, 0.04065445155097949)	(22, 0.04095844794841951)	(24, 0.04128271077235554)	(26, 0.041556307530051566)	(28, 0.04179950464800358)	(30, 0.0419413696334756)	(32, 0.04212376747193961)	(34, 0.04226563245741162)	(36, 0.04254936242835565)	(38, 0.04281282597280367)	(40, 0.043126955583491694)	(42, 0.04340055234118772)	(44, 0.04361334981939574)	(46, 0.04390721300358777)	(48, 0.04407947762880378)	(50, 0.044383474026243805)	(52, 0.044606404717699825)	(54, 0.04497120039462786)	(56, 0.04532586285830789)	(58, 0.045650125682243914)	(60, 0.04594398886643594)	(62, 0.04630878454336397)	(64, 0.046653313793796)	(66, 0.04692691055149203)	(68, 0.047200507309188046)	(70, 0.04750450370662808)	(72, 0.0478287665305641)	(74, 0.04816316256774813)	(76, 0.04858875752416417)	(78, 0.04919675031904422)	(80, 0.04962234527546026)	(82, 0.0502303380703403)	(84, 0.05100046227718838)	(86, 0.05151725615283642)	(88, 0.05203405002848446)	(90, 0.05275350816909252)	(92, 0.053543898802436596)	(94, 0.05422282409005265)	(96, 0.05503348114989272)	(98, 0.05577320571699679)	(100, 0.05656359635034085)	(102, 0.05752625160890093)	(104, 0.05866117149267703)	(106, 0.05993795636192514)	(108, 0.06140727228288527)	(110, 0.06273472321837338)	(112, 0.0641533730730935)	(114, 0.06615974929619767)	(116, 0.06804452696032584)	(118, 0.07003063675693401)	(120, 0.07251327400269422)	(122, 0.07506684374119044)	(124, 0.07788387702413468)	(126, 0.08112650526349496)	(128, 0.08406513710541522)	(130, 0.08801709027213556)	(132, 0.09225277340979991)	(134, 0.09666072117268029)	(136, 0.10183879314240873)	(138, 0.10782752217197725)
SRR11605269_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.1209065178638653e-05)	(9, 8.483626071455461e-05)	(10, 0.0001272543910718319)	(12, 0.00016967252142910923)	(14, 0.0002545087821436638)	(16, 0.0002757178473223025)	(18, 0.00036055410803685715)	(20, 0.000487808499108689)	(22, 0.0005620402272339244)	(24, 0.0006574810205377983)	(26, 0.0007529218138416722)	(28, 0.0008589671397348655)	(30, 0.0009968260633960167)	(32, 0.0011877076500037647)	(34, 0.0013573801714328738)	(36, 0.0015800753558085797)	(38, 0.0017815614750056469)	(40, 0.0019830475942027143)	(42, 0.0022799745067036553)	(44, 0.002523878756258)	(46, 0.0029798736575987307)	(48, 0.003435868558939462)	(50, 0.003902467992869512)	(52, 0.0044008810245675205)	(54, 0.004920503121444167)	(56, 0.00567342493528584)	(58, 0.006405137683948873)	(60, 0.0073171274866303355)	(62, 0.008547253266991378)	(64, 0.009724356384405823)	(66, 0.011081736555838696)	(68, 0.01261939378129)	(70, 0.014528209647367478)	(72, 0.01622493486165857)	(74, 0.018950299737113638)	(76, 0.021866546199176454)	(78, 0.02470856093311403)	(80, 0.027964152438035066)	(82, 0.03166513431170751)	(84, 0.03608722440145367)	(86, 0.040806241403700774)	(88, 0.04575855812291289)	(90, 0.051124451613108475)	(92, 0.05634188164705359)	(94, 0.0626621830702879)	(96, 0.0692475978082552)	(98, 0.07639505277345643)	(100, 0.0841151524984809)	(102, 0.09204734287529176)	(104, 0.10132630889094617)	(106, 0.11143242844856749)	(108, 0.12165519786467131)	(110, 0.13257786643167024)	(112, 0.1441368069540283)	(114, 0.15678801433308626)	(116, 0.1707966018835771)	(118, 0.18501728008585427)	(120, 0.2010937514912624)	(122, 0.2179867719060481)	(124, 0.2360887090360162)	(126, 0.2560570439017045)	(128, 0.2775418269276654)	(130, 0.30021431760363015)	(132, 0.32429721111397436)	(134, 0.34896335391673106)	(136, 0.3765669522467293)	(138, 0.4052734219660167)
SRR11605269_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.1209065178638653e-05)	(9, 8.483626071455461e-05)	(10, 0.0001272543910718319)	(12, 0.00013785892366115123)	(14, 0.0001908815866077479)	(16, 0.00021209065178638654)	(18, 0.00024390424955434453)	(20, 0.0003393450428582185)	(22, 0.00040297223839413443)	(24, 0.00046659943393005036)	(26, 0.0005938538250018822)	(28, 0.0007105036834843949)	(30, 0.0008377580745562268)	(32, 0.0010286396611639747)	(34, 0.0011983121825930839)	(36, 0.0014104028343794705)	(38, 0.001590679888397899)	(40, 0.0018239796053629242)	(42, 0.0021527201156318235)	(44, 0.002407228897775487)	(46, 0.002895037396884176)	(48, 0.003382845895992865)	(50, 0.003796422666976319)	(52, 0.00425241756831705)	(54, 0.004878084991086891)	(56, 0.005694634000464478)	(58, 0.00645816034689547)	(60, 0.007454986410291487)	(62, 0.00867450765806321)	(64, 0.009841006242888336)	(66, 0.011166572816553252)	(68, 0.012704230042004553)	(70, 0.014687277636207268)	(72, 0.016394607383087678)	(74, 0.019024531465238873)	(76, 0.021961986992480326)	(78, 0.02470856093311403)	(80, 0.028048988698749618)	(82, 0.031718156974654105)	(84, 0.036235687857704146)	(86, 0.04077442780593281)	(88, 0.04567372186219834)	(90, 0.05117747427605507)	(92, 0.05647974057071474)	(94, 0.06280004199394905)	(96, 0.069406665797095)	(98, 0.07652230716452826)	(100, 0.08417877969401683)	(102, 0.09208976100564903)	(104, 0.10147477234719664)	(106, 0.11162331003517523)	(108, 0.12189910211422567)	(110, 0.13282177068122458)	(112, 0.14439131573617195)	(114, 0.156978895919694)	(116, 0.17115715599161394)	(118, 0.1854520659220164)	(120, 0.20156035092519245)	(122, 0.21836853507926357)	(124, 0.23651289033958894)	(126, 0.25654485240081315)	(128, 0.27804023995936344)	(130, 0.3004051991902379)	(132, 0.3243290247117423)	(134, 0.3486664270042301)	(136, 0.37597309842172744)	(138, 0.4041917596419061)
